rpm,ambient_temp_c,fuel_level_percent,sea_state,az_vibration_actual
3630,30.39215733534524,83.45293832130056,1,22.9423218163708
3652,32.50648858136718,61.10166527195061,0,23.381030289254376
3000,32.8948408187872,99.908643012662,0,19.06364393112838
3446,33.73629968081511,95.23764040023028,1,22.017992458289527
1240,28.11638054314806,99.96556504190299,1,10.859213560089385
2474,30.41148150530221,52.21062498542109,2,16.006807829601986
3542,29.812020484073443,92.95530515325201,0,22.456467034404692
1289,33.939094075114724,89.46365993373745,1,12.001045872032515
3321,28.701057907822207,93.04201015322774,0,20.884795965598137
2445,29.270246394304877,17.930439116125875,2,15.897091509844747
4360,32.53041821475087,47.85415243562671,1,29.178966515406984
1867,32.90490572983907,98.67365280239095,0,13.552536446707977
2082,30.727080906249522,11.900576195290348,1,14.334047357129279
3368,30.209035586519537,49.30948923386868,1,21.189148410521263
3429,30.73515412136597,48.43305294182824,0,21.71730095629332
3238,34.28270481081567,26.85373497163537,0,20.621581520768807
3205,28.92004123122962,70.9299280234518,2,20.260911364773506
1269,29.566725359973056,28.179979900195974,0,11.512099608232676
4110,28.939537825749916,63.086020952582395,1,26.649385979964624
1351,30.944081444321284,15.997411711008185,0,11.796407472456089
1439,33.951035615816494,44.87160390682558,1,12.137897300063875
3735,34.174070764102716,93.31098890484385,0,24.083530998451163
4416,29.067819105045526,70.58494613600655,1,29.473263071720446
3592,33.42340135957749,18.32078890303567,0,22.9988365882309
4435,33.14288612234695,65.48101019397865,1,30.113021281913216
2377,30.809814181710298,74.46242644200365,0,15.616422289343541
2834,33.605246146984264,13.0629836712123,1,17.893879855513386
3813,30.040009554430085,89.0518438228529,1,24.401813479348764
1932,30.594976503048358,22.18173985518453,1,13.702378220761508
3830,28.781528778454867,22.823780684415475,0,24.534979139192775
3706,30.585808938374836,52.166045658976316,0,23.69102917719177
837,28.653025821003226,28.026112307673998,1,10.557580304221894
874,32.17319072745647,37.20585752060248,0,10.800438326651852
3230,33.2568125803176,66.50543739648074,0,20.52394344929791
2519,34.69006879445272,21.771453053986264,0,16.508367290007666
1755,28.616917866212916,70.61518121845471,1,13.007092058282035
3703,29.876538918221602,58.19093816004312,0,23.635138856202108
3066,34.740430075828286,47.487308246428,0,19.566780444085445
2983,33.6714811448083,52.787562149072954,0,19.011566027537448
3110,29.874405758981375,61.18070732654817,0,19.595823288249097
2366,31.829710833257852,75.7287053469191,0,15.619744571965924
1772,31.25577601067539,47.13583869932841,0,13.133375860839802
2134,32.361505617428065,60.81449659725966,1,14.616612039718799
1535,28.66005450856145,56.01004828656246,0,12.220430845740106
2799,34.58228184345406,39.06401994063025,0,17.995018242487735
2500,32.51945947890545,94.61566802231681,0,16.307776154263305
2867,33.15916537485094,99.40244556431331,2,17.722136007042078
2382,30.59524886346582,84.41024762891443,1,15.644072010375035
2405,30.660503979690272,90.86843975117328,0,15.749753469311548
1381,29.160623975910415,10.844488196778727,0,11.798195499125555
3729,31.49014107231294,85.13250567800769,1,24.042136764632904
3978,30.492302107920242,62.346211075118376,0,25.782702465732047
4068,34.21277181135842,92.76490585539307,0,26.693165980906954
1119,30.73348978911025,37.981729667116994,2,11.374102703456003
2909,30.234372265437393,16.70072375787768,1,18.280118147267217
4205,32.37680866964357,50.0581742844906,0,27.735668913830214
4073,33.48704584872516,18.323751339414414,2,26.71990477180924
4470,32.01597415438495,64.90986990641488,0,30.017102248073282
3656,28.558748759412943,74.02670741512185,0,23.229977008327683
3066,32.44737648226882,55.51762286290709,0,19.458728424473478
1967,31.361132457999528,19.047870021454877,1,14.075860498789874
3396,29.2528863521949,39.279537252265214,0,21.432063977975783
1699,30.949666811532133,97.17947605001484,0,12.870988030945645
3991,33.12755891491769,46.846837817243824,0,26.021662666117926
1832,31.66954225239985,44.573588549700425,1,12.956814102375724
3269,29.949535426925916,92.95743218238226,0,20.621641551724338
3992,30.929765775708972,68.6719633236112,0,25.920656099166486
4155,31.940314212969678,14.412660652090901,0,27.299444551032526
812,33.2411530641082,94.63286304329026,0,10.76010552359245
3039,34.41439126972392,91.85444614459401,0,19.39524446387624
3985,29.49482708892743,81.94832962032177,2,25.40499620080403
1989,32.54118305346129,68.77759439435019,0,14.022784113069104
2159,30.567932251137613,78.2692919088478,2,14.218776253552054
2433,28.177518832264422,31.49991373298549,1,15.921348731954183
4107,32.64991112929785,23.41473507473674,1,26.659696712927833
2049,32.65795199827639,53.243907774331824,2,13.65005746674316
2694,34.83002085354721,13.044711238496836,1,17.5254849866235
2237,29.904540689002012,20.280877698942668,0,14.940800174864144
4139,29.80358440065387,59.80926000276118,1,26.82207959664148
1066,31.967031896179762,44.18487798938926,0,11.17671179522903
4212,31.804208973813775,92.36290693695001,0,27.77345867911373
3764,31.181015753407603,28.625464255065566,0,24.16935104809642
2385,31.776776718011973,54.50576044759998,0,15.719968126329642
1523,34.00299071716995,32.89582758211086,1,12.547313888606334
3594,34.993569682593396,69.13027555835126,0,23.110018834564713
4455,29.010663666350773,27.78536848056014,2,29.252687967044242
2696,32.38089913596052,82.29502790174422,0,17.331565367239072
2725,34.236023513911334,46.83016564190111,0,17.581830616139612
3486,32.84899629013789,14.602231444051727,0,22.23935028495394
1666,33.57540879973712,30.60487787086651,0,12.8993309404369
1764,28.59506769201855,61.28763632788043,0,12.986753915053974
4462,34.33076954379248,88.85859061221204,0,30.071587037645667
1805,29.64494198720693,85.62264368625218,0,13.186176689819392
3867,33.989085584147425,70.07291723599207,1,24.777780033279363
2817,33.18581972953421,24.181485028126858,0,18.041284636941757
2445,33.62326516703805,22.25528497865144,0,16.10599293881995
2398,34.518094384787084,59.63705758731556,1,15.706118746992995
4043,30.635435580566906,22.669979575488007,2,25.477589467883895
3506,31.523147888964473,68.08171523973846,0,22.315898164925272
3019,29.137002136045812,37.67265214467162,1,19.01725319173575
966,34.05783134017835,55.25252681662277,0,11.084352397491966
2789,32.56515590480815,92.73752444792001,0,17.855383655726456
2026,28.26088064699972,47.71947354915432,0,13.966624922839035
2235,30.504359803379494,10.945586088787069,1,15.23504122495296
2951,31.29070578329763,45.61236580231847,2,18.195245353683635
3989,28.877976160808682,26.045525676127774,2,25.88387036347041
3276,32.579627857106146,92.85611479932865,0,20.811262403356356
3893,29.080636991844614,52.58517116494225,0,25.059885890096282
2776,30.534731018541038,46.40126897561353,0,17.683617621434102
2737,31.397763866561377,60.795586770951424,1,17.375559533035002
1259,30.787578716563672,92.87939367924163,0,11.575765066341235
4340,28.582825561233243,11.280884905644204,1,28.37044298380672
3967,33.195254053829814,71.96444675621748,1,26.161527331150825
1856,33.54414391624323,38.46461639706935,1,13.771274108909553
2340,30.63182150864434,22.104371784214404,1,15.465626899173108
1914,33.99153338044319,18.24692190625902,2,13.684047708810454
3544,34.01673942690641,54.9296623376079,1,22.91829104109288
1462,29.487514355456327,25.46519723573257,1,11.654248213782484
2653,33.556266587744574,56.916764680484754,0,17.16992769992428
3355,31.4832639904266,63.57226414649159,1,21.679116862915656
4109,29.467751371043846,28.783758745051237,0,26.811573999095245
3510,29.213678881403286,52.5515219704947,0,22.235389404616217
1676,34.96478365012266,39.93342198199163,2,13.029535531595513
2719,31.690630482411226,86.08816210036366,1,17.57862982303293
3605,32.069835127429826,81.44080384113155,0,23.055022306926546
2415,32.72925643949395,57.827408308034606,0,15.924493402532756
2023,28.112943548529273,84.27486193305523,0,13.954281787987522
4160,31.03575305290946,36.36396156464109,1,27.428037358700156
3536,30.342352126649466,57.0818501796556,1,22.630525393130483
833,31.502244173413217,55.43713602439702,1,10.95147091489449
4211,34.87392495001747,87.88364431541673,0,27.93352297807393
3637,34.8125880493503,12.37244004617521,1,23.37517224978499
880,33.11769691504685,27.39454977210786,0,10.888190636331402
2642,32.059061890920276,36.378478126151535,2,17.243725721301953
2043,30.999263279615878,11.28839906109863,0,14.182318014565853
2245,34.89591136182508,70.75104282296891,0,15.243626448679313
3880,29.05154623586403,29.161523982767925,0,24.966083222384256
3047,28.248456599437517,29.97659706869075,0,19.156037770565934
1202,28.015836467356785,50.47696893054003,2,11.788862663972848
891,33.05872093544198,16.138109164772786,0,10.90682304737216
2217,33.36642037813412,46.1002213515878,0,15.043716049509767
1007,28.834477129878497,39.45204056577052,0,10.916378917099985
2548,31.165962189924336,40.178570816304195,1,16.42237075737786
4043,33.47818631770925,60.37913642723188,1,26.605247146757716
870,30.09360838874497,52.148988951233804,0,10.72308657005231
3066,32.80152975747494,68.95132760893284,0,19.50223866849181
1239,34.35873188647915,19.87055755745019,1,11.770894263796254
3840,32.27078357015894,62.15665209432103,0,24.82154541913201
3025,31.296719278926343,36.0842486781098,1,19.45610236195476
4476,33.144779726309444,73.6474682562454,2,30.02068716197315
1969,30.43525971329084,93.37902028893424,1,14.032904301376119
3905,30.247316747073363,12.784058325222405,0,25.224997197989733
2482,33.62726294109254,79.33382900491078,0,16.305593537693692
991,31.95651410306832,66.19731967186468,0,11.044113125795482
4218,29.943282224701438,24.434601991800236,1,27.588131704391614
2316,30.20882187649174,56.26241597780023,0,15.33910357447265
2082,34.576353633855796,27.82796337497042,0,14.528648192343855
1611,33.662905500198164,74.6245563068904,0,12.743872815663973
3455,29.20243846851653,82.58624401240702,0,21.862853494082895
2566,34.90922160612719,90.84231344509301,1,16.73960258014936
1610,32.755553069412414,96.20855950757279,0,12.696184284133688
1774,28.504997622837987,44.10291512744308,1,13.014211370108043
1561,31.6886061331333,85.1546199527468,0,12.488057997325733
1498,32.733494205506815,20.42648830362628,1,12.100935686313523
1548,33.29987144665043,71.60615279762308,1,12.754117627159653
3017,30.336239561491116,34.82681313352204,1,19.21016866386442
3234,32.551360657471946,25.35507414474136,0,20.554430843554666
2554,28.399250131528017,37.77918705611131,2,16.6381067577492
4476,34.069369141241715,87.513475851566,0,30.206751327749156
2359,29.898178162626625,59.279953728021034,0,15.528796808821399
941,30.700307807942554,71.15365606796351,0,10.889803321090197
2293,32.481311807172624,83.97499204883786,0,15.3515215510547
2704,32.22604484487286,57.93551077603294,2,16.780574609765335
1630,30.657856494399578,19.449865014397332,1,12.445617087971609
2784,31.962456045412544,56.06592648115163,0,17.8192858529757
3970,34.44327975439979,11.011597122276273,0,25.953871068428064
2360,31.480949770285847,14.404531091324653,0,15.614754599225364
4395,32.966498030003294,16.9137550573863,0,29.435757042214235
1829,29.52325804464327,44.10195671997715,0,13.293111072949236
1689,31.848448839013987,66.555689753916,0,12.917150642670773
2136,29.50694753170551,95.417966819387,1,14.21142441273808
3487,28.052476725658614,95.35930255389937,0,22.034400097009005
1647,34.60212123190346,46.36661083622391,0,12.915622352324247
4085,31.636140263352267,13.792783213539256,2,26.856819969267335
1442,33.77137421994275,44.966911155525004,0,12.241440061732213
2244,29.82403920754182,51.70663943460385,0,15.000545341115167
1318,28.27327482784658,74.46874974629793,2,11.957054461299604
3603,31.64219785119328,22.049722024682353,0,23.038126333303744
2119,33.08707254767894,34.80224736722931,2,15.668330956601492
4259,31.543941150077703,94.48203460167639,0,28.191285558253966
3935,30.798466695730774,73.41962397491017,1,25.226514471964233
3360,33.740227465297096,86.01807775855026,0,21.452218934020927
949,32.46904279721652,50.04595066448766,1,11.149751066128871
2689,29.363396233315584,31.025544833274907,0,17.175098432427855
1841,32.11661254939448,55.15581682241594,1,13.316222094812021
3641,29.787439700936535,72.47929068839456,1,23.62777898188164
3182,28.974155185453906,90.5643681359231,1,20.15179703790449
2451,30.421844044520164,49.95893936694253,0,16.005900943000086
2485,31.19512793402191,52.09042605540293,0,16.212689167478175
2587,32.38369563096974,92.71366110903442,0,16.78976158232857
3772,34.60519392628317,52.919928108603635,1,24.763892412709424
3988,28.31784629756898,45.77550530639968,0,25.798644175664528
1580,32.84692561201038,12.352938510992262,1,12.608608527783279
3516,28.645193196312366,73.55007909686171,0,22.273723580607697
1817,32.72035692642848,83.43685037313558,0,13.417014797116504
1253,29.15796305872469,68.38182512635382,0,11.507715133734314
1635,28.17772002165228,29.198548642256668,0,12.562219011883695
1595,29.53400643865067,36.404461827126866,1,12.276740904789756
3987,28.790160463771503,14.784552071069196,0,25.816385093995656
4326,30.900017963618367,38.55525754284156,0,28.740284998990997
2494,34.06808616812444,28.516692899941354,0,16.404748439219304
1156,29.92360231999743,74.19751448310572,0,11.314124276815953
4079,33.96458237682977,51.36543464647329,0,26.818378309660567
2171,29.057090692258686,99.35295505546108,0,14.648303755435016
2315,34.62470274679006,47.42100683110833,0,15.572968388164584
2893,28.722666916502146,21.09389120311056,1,18.009366209518117
3139,31.01935232289469,68.52595194784035,0,19.887396926975814
1168,33.951588661787504,72.07771162293974,2,11.355444106762505
1370,28.239329679472334,87.0959332205905,1,11.590633481477782
3666,29.07193325517936,39.35296598723916,0,23.37716106359905
3890,33.299031266918234,82.92834503196589,0,25.281359994188996
3595,34.95041176528294,13.124599126776662,0,23.156154049110235
2670,28.031352532189185,72.04954747023066,2,17.324047455131282
3234,32.619275348596894,91.70383168933185,0,20.574928288281928
4157,32.14875638150028,44.89497486577899,0,27.3735953699301
2874,33.57909558743731,38.91531821383697,1,18.456357873623396
970,31.464882879981523,34.75125971062894,1,10.72404480418433
2592,32.62763898427689,69.95071830958722,1,16.503622876468075
2751,29.07304228645412,82.62284708261427,0,17.50836178518979
1507,34.58886182629446,19.6441460530798,0,12.48750079218481
2814,34.658215441788144,69.02331489700052,0,18.138815502962494
1900,28.393264490849155,33.43187621137014,1,13.61675690170793
2330,30.495564453037943,58.4116357956386,1,15.638614219811307
2496,32.27642481947795,26.647058891021405,0,16.332046061855984
4120,34.85018613657457,96.72124768126004,1,27.22719517340408
4297,34.98054301288537,57.43342502271828,0,28.702045031532354
3107,33.77392955623248,29.988516012052656,2,19.97047394818637
1607,30.373967563373103,31.664282345955783,2,12.501614342935985
1244,34.73627312212308,17.556430434885794,0,11.774058627003244
3945,33.87278805738604,52.97531955088891,0,25.746673403769393
2485,32.181194776033635,96.37875224697447,0,16.274593769704772
2813,34.19595564896132,19.611708491796293,1,17.57918732986009
1573,31.86814092696177,10.965843936673732,1,12.8758391212407
1630,28.495168157548033,76.60951344953112,0,12.572867528789494
1437,29.96254468869249,31.484789063341104,0,12.054605385349717
3151,30.87334659169224,40.69247145796,0,19.9642775105027
2710,31.11033376252068,85.43421364606615,0,17.391725899047128
1771,28.309714151076996,54.79591148923012,0,13.044335948477944
2785,34.7505010679425,79.8182867776387,0,17.98645932432422
1179,29.608152099141357,40.19248582174935,1,11.205682340312075
3348,29.91093934787706,90.0925076860756,0,21.197960298326947
4457,33.054293741936476,38.47305552461126,0,30.011173048032916
3832,28.34616786127866,28.41206728447468,1,24.631746092567745
1281,34.49090073598864,35.73426548860131,1,11.586420858698892
2352,32.561462251282904,87.0749591830465,1,15.56608056321586
2283,32.561632508455006,54.16298874649224,0,15.334980106370844
3955,34.149788821061115,53.080033271652766,0,25.844623952004152
3210,29.523043151335138,18.90892372708217,1,20.5648887714946
1524,34.507948712802786,49.545512446795264,1,12.370812562121824
3451,28.14273733066963,87.02527628231006,0,21.812547467493577
2231,34.138336507019936,40.66422940415233,0,15.180587456314093
3839,28.10557120744904,59.59621083864651,0,24.63980922133855
4054,31.534654786676263,49.64914550257562,0,26.50855843030291
2166,29.13206759152512,90.48425288316332,2,14.321434044401919
1098,33.67171497533122,46.27216874109857,0,11.38669949974166
3447,34.7486991426797,10.332564083652434,0,22.117053738112084
4112,32.80989959696724,16.951025431678858,1,27.423710094043823
4022,31.628346575611914,55.24691449680402,1,26.19335601625013
3144,31.183164357743422,57.04188007052095,0,19.94260408887427
1544,28.503184806233303,73.52357350959991,0,12.308105141301764
1321,28.465057576393146,77.68136091834059,0,11.667603809812759
3068,34.83906713012345,76.96304671387561,1,19.64370999373245
4492,32.979519305274515,41.87529441619467,0,30.326949956262823
876,34.067258106775085,65.52516134818144,1,10.857456302449682
1417,29.448047535020507,95.60822555080178,1,12.18132716216896
1175,34.267459466404155,29.042406717639626,0,11.59480805432831
4377,34.447195399346256,76.8586096431461,1,29.377478781953155
4337,32.758936188158366,56.244318864342944,1,28.800167930953698
2393,33.494939725504366,72.4459156150607,0,15.90290615729232
1593,31.475038973922928,31.09019222766361,0,12.61341114971625
4271,28.86666990924952,97.55000540431512,0,28.18708472648558
1809,28.230468907462704,87.76448753574117,0,13.186614706399238
1923,33.631340863765885,36.12174858414795,0,13.882406334217398
4111,29.841879093415493,86.4361158664983,1,26.95308286452354
1350,30.253459108125245,42.1347209215744,0,11.838683306441366
4257,29.03707043949368,10.174580641337222,0,28.077712903012788
3471,30.099110115743336,82.8838372113156,0,22.056906916828275
3024,30.917168608331277,81.8361848629231,1,18.61197898646851
2880,33.181886812062544,82.81148119390772,1,18.21218329819941
2157,34.7567961128173,39.949394172105244,1,15.075216658736634
2084,31.369587325445547,46.28253400294588,0,14.416845897325384
2634,30.77330480826157,65.65163145906666,1,17.074703017392224
2211,28.16098019991567,53.701124515399954,0,14.802480601054889
1684,30.8486840148445,10.217051238257769,1,13.008172867658521
2906,32.02479374282712,96.67254398788126,0,18.552586338206464
2018,28.003746791315276,17.482123506509964,0,13.97932202063387
2062,31.13411847549123,39.11536154584006,0,14.315660634845667
3915,30.89099668826151,23.738715301665174,1,25.150143131729727
4377,28.184665671973892,30.300422539772537,0,29.0750730546758
3060,32.69727254956667,57.34740378308555,1,19.74018331119398
2105,34.17600624756398,13.198328684173177,0,14.648136143461308
2586,32.26775439263429,30.032102343720517,0,16.809394580717825
3864,30.302102327846733,12.913095315083824,2,25.302442392914063
1512,30.75311818425001,32.94470270986265,0,12.33301083030461
4252,28.11429366995438,87.87578480262063,2,27.77259751163821
3367,29.196133717881146,77.84645010300326,0,21.306306666992167
1122,34.28701876059316,36.66635078941174,0,11.48334594913077
3843,33.264957487164054,39.43125776842148,0,24.942307915462315
4213,28.39923744294671,85.07037070298236,0,27.680041943254448
2824,31.655196509541135,38.84459273596079,0,18.068746926587167
3981,31.027586279060813,48.441765749251694,1,26.015029370577253
3419,32.108736911983634,18.91443637897595,0,21.806609006715295
3663,29.668661908994785,49.14378541464683,0,23.41291328656885
3668,33.58213511802443,16.63555103390262,0,23.645541977023335
4077,34.58403370241773,79.88884028807637,1,26.821315446671314
2125,28.641719907508495,36.17512935202029,0,14.46052227650354
1980,30.08825897528896,93.04978254472762,0,13.937924259895563
917,30.121246440148646,15.712871429443066,0,10.860362663141547
3504,31.297200406748384,26.225209379138654,0,22.35658739147453
3860,28.61758351797565,95.02837861748594,2,24.98995133423387
971,31.68771137171935,71.30973063453396,1,11.246116663083757
2149,28.594104146227593,16.08498697586008,1,14.703742932800804
4321,31.828132479212606,41.84349383172159,0,28.777359115109746
3211,34.02090729492953,48.79837934953442,0,20.52677788589859
1284,29.626626227069085,12.197225728350366,0,11.645498862508571
1739,30.10300396465803,97.99975137080233,0,13.04508277939102
2785,28.969786946169087,93.54439211153431,1,17.839777864551042
1706,31.31269499370747,61.899398894589375,1,12.711981894911123
3502,31.655656621075355,82.67034107216033,0,22.36349850222088
3850,33.0804696609537,91.3706091842934,0,24.993535184217805
1710,31.928133169898985,41.47895205258955,2,12.868655354258037
4155,31.710760283089588,68.57904473012647,0,27.3671747753306
1299,34.5502021817549,31.264508932529946,2,11.888310736702104
2462,29.120294375425498,82.29792697170208,2,16.385572608517997
3605,34.59735921897031,50.60565990670723,1,23.682055259589724
2924,32.335294324337234,18.226713437904735,0,18.68535259740498
2828,29.789818564267243,58.31832308328465,0,18.00618683940448
2816,34.1492932142645,17.831139169112678,1,18.072623586174494
3631,30.38630858894891,11.3924328808267,0,23.223188400644567
4383,33.52238301043773,21.23530017093325,0,29.406820151722005
2547,32.75145341027367,43.1866013709394,0,16.645093701716803
3867,29.30536874756711,27.519702847954708,0,24.93956949858448
4251,32.42660168536173,82.83954396481622,0,28.21324317547721
1046,30.611085720104082,74.83557345307395,0,11.145882407217325
1771,29.619616062845104,72.64521071596002,1,13.189867456009766
1775,31.79559549870799,38.50291232888004,0,13.262216956153521
4281,30.160093974755682,59.771349822671134,2,28.21584108537979
3912,34.065336166255584,65.08262448119369,1,25.71229047654341
3032,29.237775394083435,60.58997529802771,0,19.177625040931293
2276,33.204523427345244,57.04141678897454,2,15.559271534490835
976,28.764603354550857,38.728963847966064,0,10.914118498960667
4096,34.03006785912663,30.394147159844444,0,27.002331754192454
2456,30.86714894750445,69.5229864186614,0,16.09920583861435
3032,28.18824474884838,61.566494269990045,1,18.922674389710952
1634,31.564010711113397,99.20098545454528,1,12.945187197511945
4452,33.99048319738757,42.190882072510355,2,30.06904660821109
2984,33.05441113831414,51.462518349398266,0,19.082089068166834
1831,34.75401401823699,70.70181368265456,0,13.615674242165975
1907,33.73988152007928,50.963086688887756,0,13.84935564726109
2355,32.244148007541355,84.12288794620714,1,15.427095171144177
2054,30.400956240225018,85.57387183838058,0,14.265276443274377
1767,31.444974955180808,69.79871617742899,1,13.103134051156744
1763,28.65476345907211,33.71070518010763,2,13.249636921277762
3360,33.14699990725831,33.62041972066682,0,21.47416271663504
2237,29.41032759551941,38.485862528432705,1,14.764093859386401
2666,33.72678826271035,72.87985884821163,0,17.321708194413645
1382,32.76649389321545,53.89993225589924,0,12.0763615059419
2407,31.45010959619437,67.58460891935141,2,15.711901469781901
2026,28.381182439095504,27.51593588631749,0,14.052447993241904
1174,30.23932720871769,20.780150490010392,1,11.269869096674384
3955,32.786501993543446,20.026314178732093,1,25.722820443615863
4478,28.340470595218846,98.37825080778276,0,29.999120491057067
3420,32.50653314400211,72.46025977035742,0,21.851639648499237
3109,29.41486145665111,92.54782625190802,0,19.66683709413469
4096,33.60938121851637,10.546664116409456,1,26.670958011764895
3434,29.188127817876683,44.635367994651205,1,21.91626764200554
3118,34.08609037831877,59.57632868243748,0,19.957341630227067
2026,32.0355668886038,34.987203725661175,0,14.237867485744323
3583,32.22969695342358,24.704835319541683,0,22.981087018988312
3839,29.922810134151284,88.04020664258698,1,24.56032179080456
3234,33.485544984436345,30.14505234487834,1,20.691829176494657
2482,34.308060128628966,39.545929501132676,2,16.488773425146807
1079,33.562946688667274,48.04542204752921,1,11.718013492247724
4350,31.838369697501193,25.598099845773607,1,29.08947796931622
3150,29.18358151272841,29.55330627574895,0,19.915192426971554
1854,34.981052223774476,12.340691939515967,1,13.67574802215132
3321,30.74846778504525,60.42087082262109,0,21.1005778005934
1925,30.990276493035253,57.38085671225553,0,13.7895522659959
1478,34.65204177911925,56.3629138359382,2,12.6375873946929
1721,31.061462622879873,50.159112361201124,0,13.04992763249413
3705,29.861406046480333,50.61206721067979,1,23.902849916953148
4475,33.21864841614319,39.13328296866239,0,30.22217098216329
3269,31.64479829114038,32.91327552889682,0,20.804514505916156
1779,30.873974102743322,53.37321917133874,0,13.244753326499302
2908,30.591858733288657,53.469584149160106,0,18.52257058802957
1856,30.211023320630762,26.752744281941233,0,13.492100847399676
4160,30.387901444540503,27.179373772335577,0,27.362108783598163
4189,28.2229348074435,49.12883194531191,0,27.496281481746312
2343,34.41793534974987,20.41169773526075,0,15.748259538864632
1910,28.02288585569838,66.40947754732477,0,13.587258094165056
1744,31.944693026483712,21.114651399474297,0,13.177084482707325
2083,33.84328960293976,25.807912040230526,0,14.56966734153313
3712,34.5176909336451,54.55172417991888,0,24.04374243807139
1861,33.35382990433881,91.05497032535906,0,13.670226416609081
2704,33.06135389235733,96.90146402782254,0,17.504197646013004
1505,30.165770540612353,74.26125306972423,0,12.313127508428758
2436,28.218811189511992,77.59670384643027,0,15.88515057087674
1434,30.28088146116076,15.869971971210227,1,12.120116940701987
3860,31.70444042431162,62.859745747694305,0,25.025536092622723
4023,33.41114362362785,72.31604499813025,0,26.396100282591533
3948,31.466302926214286,54.350002652321464,1,25.57456525199006
1801,28.254173744549213,44.38516310043138,1,13.47260371590602
2014,33.23369857608454,82.4032780950413,0,14.25979512022337
1130,31.331664138346177,47.420004830831004,0,11.385697428339451
3497,33.71447874113328,62.258224179269135,1,22.66214786229456
2060,30.70893725195157,59.14872275836584,1,14.259245098072928
3411,30.94941792795129,36.086129901839996,0,21.725506207828712
4049,28.687672561718337,30.080988476524425,0,26.372198969520063
2222,34.233541858447,58.285658202395815,0,15.192675464359494
1130,34.11627664619449,60.26468574893401,1,11.321910796050581
